customerID,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
5244-IRFIH,Male,True,False,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,3105.550048828125,True
6549-YMFAW,Male,True,False,True,False,No,,,,,,,Month-to-month,True,Mailed check,204.5500030517578,False
4950-HKQTE,Female,False,False,True,True,No,,,,,,,Two year,False,Mailed check,605.9000244140625,False
6786-OBWQR,Female,True,True,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,356.1000061035156,False
2684-EIWEO,Female,False,False,True,True,Fiber optic,True,True,True,False,False,False,Month-to-month,False,Credit card (automatic),2758.14990234375,True
2753-JMMCV,Male,False,False,True,True,DSL,False,True,True,True,False,True,Two year,True,Credit card (automatic),4805.64990234375,False
6439-GTPCA,Female,False,False,True,True,Fiber optic,False,False,True,True,False,False,Month-to-month,True,Electronic check,3941.699951171875,True
6621-YOBKI,Male,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,92.75,False
1216-JWVUX,Male,True,True,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,1901.050048828125,False
7564-GHCVB,Female,True,True,True,True,Fiber optic,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),5730.7001953125,False
1173-NOEYG,Female,True,False,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,False,Bank transfer (automatic),2423.39990234375,False
7595-EHCDL,Male,True,True,False,,DSL,False,False,True,False,True,True,Month-to-month,False,Credit card (automatic),1653.449951171875,False
6647-ZEDXT,Female,False,False,True,True,Fiber optic,False,True,True,True,True,True,One year,False,Credit card (automatic),3327.050048828125,False
2521-NPUZR,Male,True,False,True,False,Fiber optic,True,True,True,True,False,True,Two year,False,Credit card (automatic),7085.5,False
1307-TVUFB,Male,False,False,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),3344.10009765625,False
7503-MIOGA,Female,True,False,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),6697.35009765625,False
4381-MHQDC,Female,False,False,True,True,DSL,True,False,True,True,False,False,Two year,True,Mailed check,2879.89990234375,False
6923-JHPMP,Female,False,False,True,False,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Electronic check,137.10000610351562,False
5138-WVKYJ,Male,False,False,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,False,Electronic check,1008.5499877929688,True
4018-PPNDW,Female,True,True,True,True,No,,,,,,,Two year,True,Mailed check,1551.5999755859375,False
1635-FJFCC,Female,False,False,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),202.14999389648438,False
2499-AJYUA,Female,True,False,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Credit card (automatic),7882.25,False
6919-ELBGL,Male,True,True,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),8196.400390625,False
3966-HRMZA,Female,False,False,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Mailed check,202.89999389648438,False
6425-JWTDV,Male,True,False,True,False,No,,,,,,,Two year,False,Mailed check,855.0999755859375,False
8405-IGQFX,Female,False,False,True,False,Fiber optic,False,False,True,True,True,False,One year,True,Credit card (automatic),5817.0,False
8224-IVVPA,Female,False,False,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Mailed check,1652.949951171875,False
9477-LGWQI,Male,True,True,True,False,DSL,True,True,True,False,True,True,Two year,True,Credit card (automatic),5600.14990234375,False
1410-RSCMR,Male,True,True,True,False,DSL,True,False,True,True,False,True,Month-to-month,True,Credit card (automatic),515.75,False
3115-CZMZD,Male,False,True,True,False,No,,,,,,,Two year,False,Mailed check,,False
0139-IVFJG,Female,True,False,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,190.5,False
6683-VLCTZ,Male,False,False,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,1842.800048828125,True
5730-DBDSI,Male,False,False,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),1253.800048828125,False
0030-FNXPP,Female,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,57.20000076293945,False
2189-WWOEW,Female,False,True,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Bank transfer (automatic),1269.550048828125,True
5684-FJVYR,Female,True,True,True,True,Fiber optic,True,True,False,True,False,False,Two year,True,Bank transfer (automatic),6563.39990234375,False
4013-GUXND,Male,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.799999237060547,False
1894-IGFSG,Female,False,False,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,1907.8499755859375,True
7379-POKDZ,Male,True,False,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,208.85000610351562,True
1266-NZYUI,Female,True,True,True,True,DSL,True,False,True,True,False,False,Two year,False,Bank transfer (automatic),4758.7998046875,False
7969-FFOWG,Male,True,True,True,False,No,,,,,,,Two year,False,Mailed check,1292.5999755859375,False
4718-DHSMV,Female,False,False,False,,DSL,False,False,False,False,True,False,Month-to-month,True,Mailed check,363.1499938964844,False
5175-WLYXL,Male,False,False,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Mailed check,1600.25,False
7817-OMJNA,Male,False,False,True,False,No,,,,,,,One year,False,Bank transfer (automatic),275.70001220703125,False
8728-SKJLR,Male,False,False,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Electronic check,3089.10009765625,False
3137-NYQQI,Male,True,False,True,False,DSL,True,True,False,False,False,True,One year,False,Mailed check,1175.5999755859375,False
7706-DZNKK,Male,False,False,True,False,No,,,,,,,Month-to-month,True,Credit card (automatic),237.3000030517578,False
0236-HFWSV,Male,False,False,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,1444.6500244140625,True
3900-AQPHZ,Female,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.899999618530273,True
5842-POCOP,Female,True,False,True,False,Fiber optic,True,False,True,False,False,True,Month-to-month,True,Mailed check,454.1499938964844,True
2037-XJFUP,Male,True,False,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,3036.75,True
8823-RLPWL,Female,True,False,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Credit card (automatic),8065.64990234375,False
9505-SQFSW,Female,True,True,False,,DSL,False,True,False,False,False,True,Month-to-month,False,Mailed check,92.5,False
7314-OXENN,Male,False,False,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,184.64999389648438,True
3758-CKOQL,Female,True,False,True,True,Fiber optic,True,True,True,True,False,True,One year,True,Credit card (automatic),6152.2998046875,False
0322-CHQRU,Male,False,False,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,89.5,True
5676-CFLYY,Male,True,True,True,False,DSL,False,True,False,True,True,True,Two year,True,Credit card (automatic),5154.5,False
7521-AFHAB,Female,True,True,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,220.4499969482422,False
0285-INHLN,Male,True,True,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Credit card (automatic),1510.300048828125,False
4678-DVQEO,Female,False,False,True,False,DSL,False,False,False,True,False,False,Month-to-month,True,Electronic check,52.20000076293945,True
5125-CNDSP,Male,False,True,False,,DSL,True,True,False,True,False,False,One year,True,Bank transfer (automatic),2588.949951171875,False
0691-IFBQW,Female,False,False,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Electronic check,4874.7998046875,True
4992-LTJNE,Male,True,True,True,True,DSL,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),3983.60009765625,False
2202-OUTMO,Female,True,False,True,True,DSL,True,False,False,True,False,False,Month-to-month,True,Bank transfer (automatic),2003.5999755859375,False
0810-BDHAW,Female,True,True,True,True,DSL,True,True,False,False,True,True,One year,False,Electronic check,1832.4000244140625,False
0229-LFJAF,Male,False,False,True,True,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),4908.25,False
7131-ZQZNK,Female,True,True,False,,DSL,True,False,True,True,True,True,Two year,False,Credit card (automatic),3590.199951171875,False
3442-ZHHCC,Male,False,False,True,True,DSL,True,True,True,False,False,True,One year,True,Credit card (automatic),5023.0,False
5726-CVNYA,Female,True,True,True,False,No,,,,,,,Two year,True,Mailed check,146.60000610351562,False
9871-ELEYA,Female,False,True,True,False,DSL,True,False,True,True,True,False,Two year,False,Credit card (automatic),2339.300048828125,False
4257-GAESD,Female,False,False,False,,DSL,False,False,False,False,True,True,Month-to-month,False,Credit card (automatic),298.70001220703125,False
5173-WXOQV,Male,True,False,True,False,DSL,False,True,False,True,False,True,Month-to-month,True,Mailed check,143.64999389648438,False
2040-OBMLJ,Male,False,False,True,True,Fiber optic,False,False,False,True,False,False,One year,False,Credit card (automatic),2548.64990234375,False
6286-ZHAOK,Female,True,True,True,True,No,,,,,,,Month-to-month,True,Bank transfer (automatic),507.3999938964844,False
3807-XHCJH,Female,True,True,True,False,No,,,,,,,Month-to-month,False,Electronic check,20.0,False
3009-JWMPU,Male,False,False,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,6125.39990234375,True
5671-RQRLP,Female,True,False,True,True,Fiber optic,False,False,False,False,False,False,Two year,True,Credit card (automatic),5411.39990234375,False
1450-GALXR,Female,False,False,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,1058.25,True
8859-AXJZP,Male,True,True,True,True,No,,,,,,,Two year,True,Mailed check,903.7999877929688,False
3174-AKMAS,Female,True,False,True,False,DSL,False,True,False,True,True,False,Two year,True,Credit card (automatic),3009.5,False
3138-BKYAV,Male,False,False,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,489.45001220703125,True
9926-PJHDQ,Female,True,True,True,True,DSL,False,False,True,False,True,True,Two year,True,Bank transfer (automatic),5468.4501953125,False
7382-DFJTU,Male,False,False,True,False,DSL,False,False,True,True,False,False,Month-to-month,False,Credit card (automatic),1058.0999755859375,False
2798-NYLMZ,Male,True,False,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Credit card (automatic),7616.0,False
4289-DTDKW,Male,True,False,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,4113.10009765625,True
1820-TQVEV,Male,False,False,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.55000305175781,True
2239-JALAW,Male,False,False,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Bank transfer (automatic),6017.64990234375,True
4853-RULSV,Male,False,False,True,True,Fiber optic,True,False,False,True,True,True,Two year,True,Credit card (automatic),7250.14990234375,True
8098-TDCBU,Female,True,False,True,True,No,,,,,,,Two year,False,Electronic check,1108.199951171875,False
3551-GAEGL,Male,True,True,False,,DSL,True,False,False,False,False,False,One year,False,Bank transfer (automatic),938.6500244140625,False
4785-NKHCX,Male,False,False,True,False,No,,,,,,,Month-to-month,False,Bank transfer (automatic),94.1500015258789,False
3196-NVXLZ,Female,False,False,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Mailed check,2088.050048828125,False
6275-YDUVO,Female,False,False,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Mailed check,178.6999969482422,True
0036-IHMOT,Female,True,True,True,False,Fiber optic,False,True,True,True,True,True,One year,True,Bank transfer (automatic),5656.75,False
0115-TFERT,Male,True,False,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,2317.10009765625,True
4178-EGMON,Male,True,False,True,True,Fiber optic,True,True,False,True,False,False,Two year,True,Credit card (automatic),5986.4501953125,False
4220-TINQT,Female,True,False,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,6751.35009765625,False
5318-YKDPV,Male,True,True,True,False,DSL,True,False,True,True,True,True,Two year,True,Credit card (automatic),3566.60009765625,False
7975-TZMLR,Male,False,False,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,4889.2998046875,False
0295-QVKPB,Male,False,False,True,False,DSL,False,False,True,True,True,False,Month-to-month,True,Credit card (automatic),318.1000061035156,False
4335-BSMJS,Female,False,False,True,True,No,,,,,,,Two year,True,Credit card (automatic),1563.949951171875,False
2311-QYMUQ,Female,True,True,True,False,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Credit card (automatic),1430.25,True
3643-AHCFP,Male,True,False,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),644.3499755859375,True
9146-JRIOX,Female,True,True,True,True,No,,,,,,,Month-to-month,False,Mailed check,372.45001220703125,False
3104-OWCGK,Male,True,True,True,False,Fiber optic,False,True,True,False,True,False,One year,False,Electronic check,5453.39990234375,True
5337-IIWKZ,Male,True,True,False,,DSL,False,False,True,True,True,False,Month-to-month,True,Electronic check,1442.5999755859375,False
9101-BWFSS,Female,True,False,True,True,Fiber optic,True,True,False,True,True,True,One year,False,Electronic check,5610.7001953125,True
9650-VBUOG,Male,True,True,True,True,No,,,,,,,Two year,False,Credit card (automatic),963.9500122070312,False
3487-EARAT,Female,True,True,True,False,DSL,True,True,True,True,False,True,One year,False,Credit card (automatic),5222.2998046875,False
2672-TGEFF,Female,True,True,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,3340.550048828125,False
9231-ZJYAM,Female,False,False,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,292.79998779296875,True
4250-WAROZ,Male,True,True,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Electronic check,5774.5498046875,False
8184-WMOFI,Male,True,True,True,False,DSL,True,False,True,True,False,True,One year,False,Credit card (automatic),4487.2998046875,False
6982-SSHFK,Male,False,False,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,44.400001525878906,True
6092-QZVPP,Male,False,False,True,False,DSL,True,False,True,True,True,True,Month-to-month,True,Credit card (automatic),2854.949951171875,False
4625-LAMOB,Male,False,False,True,False,No,,,,,,,Two year,False,Credit card (automatic),905.5499877929688,False
0727-BMPLR,Female,False,False,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,5509.2998046875,True
0392-BZIUW,Female,True,False,True,True,Fiber optic,True,False,True,False,True,True,Two year,True,Credit card (automatic),7589.7998046875,False
1038-ZAGBI,Female,True,True,True,False,No,,,,,,,One year,False,Bank transfer (automatic),229.60000610351562,True
6549-NNDYT,Female,False,False,False,,DSL,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),394.1000061035156,False
3027-ZTDHO,Male,False,False,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,89.9000015258789,True
0422-OHQHQ,Female,True,True,True,False,No,,,,,,,One year,False,Mailed check,295.95001220703125,False
6916-HIJSE,Female,False,False,True,False,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),5459.2001953125,False
2316-ESMLS,Female,True,True,False,,DSL,True,False,False,True,False,False,One year,False,Credit card (automatic),444.75,False
9778-OGKQZ,Male,True,False,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),6782.14990234375,False
7408-OFWXJ,Female,True,True,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),6510.4501953125,False
6007-TCTST,Female,True,True,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),8476.5,False
2252-NKNSI,Male,False,True,True,True,DSL,True,True,False,True,True,True,Two year,True,Mailed check,4461.85009765625,False
8713-IGZSO,Male,False,False,True,True,No,,,,,,,Month-to-month,False,Mailed check,62.0,False
7905-TVXTA,Female,False,False,True,False,DSL,True,False,False,True,True,False,Month-to-month,True,Electronic check,352.6499938964844,False
7695-PKLCZ,Female,False,False,True,False,No,,,,,,,Two year,False,Credit card (automatic),1424.9000244140625,False
2382-BCKQJ,Female,False,True,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,6413.64990234375,True
8374-UULRV,Male,False,False,True,True,DSL,True,True,False,True,True,True,Two year,False,Credit card (automatic),6309.64990234375,False
2207-NHRJK,Male,False,False,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,50.79999923706055,True
3224-DFQNQ,Female,True,False,True,True,Fiber optic,True,True,False,True,False,False,One year,False,Electronic check,5898.60009765625,False
5275-PMFUT,Male,True,True,False,,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),4719.75,False
4795-UXVCJ,Male,False,False,True,False,No,,,,,,,One year,False,Credit card (automatic),457.29998779296875,False
9777-IQHWP,Male,True,True,True,True,Fiber optic,True,False,True,False,False,True,Two year,False,Bank transfer (automatic),5822.2998046875,False
0947-MUGVO,Male,True,False,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,1463.5,True
9944-HKVVB,Female,False,False,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,307.3999938964844,True
4124-MMETB,Male,False,False,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Credit card (automatic),2104.550048828125,True
3671-SHRSP,Male,True,False,True,False,Fiber optic,False,False,True,True,False,False,Month-to-month,True,Mailed check,319.1499938964844,True
0979-MOZQI,Male,True,False,False,,DSL,False,False,False,True,True,False,Two year,True,Bank transfer (automatic),2337.449951171875,False
2732-ISEZX,Female,False,False,True,False,No,,,,,,,Month-to-month,True,Mailed check,104.30000305175781,False
3313-QKNKB,Male,True,False,True,True,Fiber optic,False,False,False,False,False,True,One year,False,Electronic check,5084.64990234375,True
0323-XWWTN,Male,False,True,True,True,No,,,,,,,Two year,True,Mailed check,121.25,False
1937-OTUKY,Female,True,False,True,True,Fiber optic,True,False,True,True,True,False,Two year,True,Bank transfer (automatic),7015.89990234375,False
1573-LGXBA,Male,True,True,True,False,Fiber optic,False,True,True,False,True,True,One year,True,Credit card (automatic),5598.0,False
1764-VUUMT,Male,False,True,True,False,No,,,,,,,Two year,False,Credit card (automatic),1269.0999755859375,False
5073-WXOYN,Female,False,False,False,,DSL,False,True,False,False,True,True,Month-to-month,True,Electronic check,3027.39990234375,True
4713-ZBURT,Male,False,True,True,True,Fiber optic,False,False,True,False,True,True,Two year,False,Bank transfer (automatic),4634.35009765625,False
3050-GBUSH,Female,False,False,False,,DSL,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),113.94999694824219,False
0207-MDKNV,Female,False,False,True,False,Fiber optic,True,False,True,True,True,True,Month-to-month,False,Electronic check,1582.75,True
7876-AEHIG,Female,False,True,False,,DSL,True,False,True,True,True,True,One year,False,Bank transfer (automatic),3077.0,False
7945-HLKEA,Female,False,False,True,True,DSL,True,False,True,True,False,False,One year,False,Electronic check,4039.5,False
9342-VNIMQ,Male,False,False,True,True,DSL,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),1665.199951171875,False
9851-KIELU,Male,False,False,True,False,Fiber optic,True,True,True,True,True,True,Month-to-month,True,Electronic check,1043.300048828125,True
3523-BRGUW,Male,False,False,True,False,No,,,,,,,One year,False,Credit card (automatic),504.20001220703125,False
3908-BLSYF,Female,False,False,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,False,Electronic check,497.54998779296875,True
3199-NPKCN,Female,True,False,True,True,Fiber optic,True,False,True,True,True,True,One year,True,Electronic check,7511.64990234375,False
5170-PTRKA,Female,True,True,False,,DSL,True,False,False,True,False,False,One year,True,Credit card (automatic),1782.0,False
4661-NJEUX,Male,False,False,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.049999237060547,False
2123-AGEEN,Female,False,False,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,609.6500244140625,False
1258-YMZNM,Female,False,False,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Bank transfer (automatic),2857.60009765625,False
0048-LUMLS,Male,True,True,True,False,Fiber optic,False,False,False,False,True,True,One year,False,Credit card (automatic),3247.550048828125,False
7549-MYGPK,Female,True,True,True,True,Fiber optic,True,True,True,False,True,False,Month-to-month,True,Electronic check,6215.35009765625,True
5898-IGSLP,Male,True,True,True,True,Fiber optic,True,False,True,True,False,False,Month-to-month,False,Electronic check,2823.0,False
3804-RVTGV,Male,True,True,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),5017.89990234375,True
6259-WJQLC,Male,False,False,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),2619.25,False
9227-LUNBG,Female,False,False,False,,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,24.600000381469727,True
7997-EASSD,Female,True,False,True,True,Fiber optic,False,False,False,True,False,False,One year,True,Credit card (automatic),4965.10009765625,False
0730-KOAVE,Male,False,False,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),2679.699951171875,False
8975-SKGRX,Male,True,False,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),8310.5498046875,False
0678-RLHVP,Female,False,False,True,True,Fiber optic,False,True,True,False,True,True,Two year,False,Electronic check,5682.25,False
4315-MURBD,Female,False,False,True,False,Fiber optic,True,False,False,True,True,True,Month-to-month,True,Bank transfer (automatic),1120.949951171875,True
2267-FPIMA,Male,True,False,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),4914.89990234375,False
1051-GEJLJ,Female,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,27.549999237060547,False
9734-YWGEX,Female,False,False,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,False,Credit card (automatic),923.5,True
2719-BDAQO,Male,False,False,True,False,Fiber optic,True,False,False,False,True,True,Month-to-month,False,Electronic check,1625.6500244140625,True
5285-MVEHD,Female,True,False,True,False,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),6068.64990234375,False
0379-DJQHR,Male,True,True,True,False,DSL,True,True,True,False,True,True,Two year,False,Credit card (automatic),5398.60009765625,False
0781-LKXBR,Male,False,False,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,918.5999755859375,True
5543-QDCRY,Male,False,False,True,False,DSL,False,False,False,False,True,False,Month-to-month,True,Electronic check,234.85000610351562,False
0297-RBCSG,Male,False,False,True,False,DSL,False,True,False,True,False,True,One year,True,Bank transfer (automatic),1231.8499755859375,False
4694-PHWFW,Female,False,True,True,False,No,,,,,,,Month-to-month,False,Mailed check,170.89999389648438,False
0835-JKADZ,Female,False,False,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Electronic check,7984.14990234375,False
1907-UBQFC,Male,False,False,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,688.6500244140625,True
7508-SMHXL,Female,False,False,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,False,Credit card (automatic),1288.300048828125,False
3865-YIOTT,Male,True,True,True,True,Fiber optic,True,False,True,False,True,True,One year,True,Bank transfer (automatic),7848.5,False
5993-BQHEA,Male,False,False,True,False,No,,,,,,,One year,False,Credit card (automatic),267.0,False
6024-RUGGH,Male,True,True,True,True,No,,,,,,,Two year,True,Bank transfer (automatic),1798.9000244140625,False
6513-EECDB,Male,True,False,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,73.55000305175781,True
3956-CJUST,Female,False,False,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),1643.550048828125,False
4079-WWQQQ,Male,False,False,False,,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),4807.4501953125,False
6103-BOCOU,Female,False,False,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,2193.0,False
5149-TGWDZ,Female,False,False,True,False,Fiber optic,False,True,True,True,True,True,One year,True,Mailed check,2239.39990234375,False
7471-WNSUF,Male,True,False,True,True,No,,,,,,,One year,False,Bank transfer (automatic),1505.9000244140625,False
8942-DBMHZ,Male,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,255.35000610351562,False
4301-VVZKA,Male,True,False,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,1189.4000244140625,False
9199-PWQVC,Female,True,False,True,True,DSL,True,True,False,False,True,True,One year,True,Credit card (automatic),4786.14990234375,False
4824-GUCBY,Female,False,False,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,False,Electronic check,1820.9000244140625,False
5393-HJZSM,Female,True,True,True,False,DSL,True,True,True,True,False,True,Month-to-month,False,Bank transfer (automatic),2404.14990234375,False
7074-IEVOJ,Female,False,False,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,205.0500030517578,True
9625-QSTYE,Female,False,False,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,952.2999877929688,True
0862-PRCBS,Female,True,True,True,True,Fiber optic,False,True,False,True,True,True,Two year,True,Credit card (automatic),7039.4501953125,False
8812-ZRHFP,Female,True,True,True,False,Fiber optic,False,False,True,False,False,True,One year,False,Electronic check,2538.050048828125,False
5146-CBVOE,Female,False,False,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),1212.8499755859375,False
0454-OKRCT,Male,False,False,True,False,Fiber optic,False,True,False,True,False,False,Two year,False,Bank transfer (automatic),2651.10009765625,False
5787-KXGIY,Male,True,False,True,False,No,,,,,,,Two year,False,Credit card (automatic),1304.800048828125,False
4750-ZRXIU,Female,False,False,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,360.1000061035156,True
4198-VFOEA,Female,False,False,False,,DSL,True,False,False,True,False,False,One year,True,Mailed check,435.45001220703125,False
6630-UJZMY,Female,True,False,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,308.04998779296875,False
5709-LVOEQ,Female,True,True,True,False,DSL,True,True,True,False,True,True,Two year,False,Mailed check,,False
6400-BWQKW,Female,False,False,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,434.5,True
2692-AQCPF,Female,True,False,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Credit card (automatic),7118.89990234375,False
0347-UBKUZ,Female,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,320.45001220703125,False
0835-DUUIQ,Female,False,True,True,False,No,,,,,,,One year,False,Bank transfer (automatic),531.5499877929688,False
0811-GSDTP,Female,False,True,False,,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,382.20001220703125,False
7567-ECMCM,Male,False,False,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Credit card (automatic),2001.0,False
6115-ZTBFQ,Female,True,False,False,,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),4919.7001953125,False
6353-BRMMA,Female,True,True,True,True,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),5645.7998046875,False
6680-WKXRZ,Female,False,False,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),215.8000030517578,True
6231-WFGFH,Male,True,True,True,False,No,,,,,,,Month-to-month,True,Mailed check,77.5999984741211,False
9904-EHEVJ,Female,True,True,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Mailed check,2896.550048828125,False
7028-DVOIQ,Male,False,False,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,3395.800048828125,True
6169-PPETC,Male,True,True,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),759.3499755859375,False
4208-UFFGW,Male,False,False,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,85.1500015258789,True
8584-KMVXD,Female,False,False,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Electronic check,535.5499877929688,False
