customer_id,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn
3452-ABWRL,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
5859-HZYLF,Male,No,Yes,Yes,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),No
8257-RZAHR,Female,No,Yes,No,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes
5293-WXJAK,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
3156-QLHBO,Male,No,No,Yes,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
2208-NQBCT,Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,No
1779-PWPMG,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
6621-NRZAK,Female,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),No
0831-JNISG,Male,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,No
0774-IFUVM,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
3082-WQRVY,Male,Yes,Yes,No,Yes,No,No,,,,,,,One year,No,Mailed check,No
9553-DLCLU,Female,No,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
1641-BYBTK,Male,No,No,Yes,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,No
2460-NGXBJ,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
2446-ZKVAF,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),No
0841-NULXI,Male,No,No,No,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
3522-CDKHF,Female,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
1430-SFQSA,Male,No,No,No,No,,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,No
0411-EZJZE,Female,No,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No
7851-WZEKY,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
8844-TONUD,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
8807-ARQET,Female,No,No,No,No,,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
8992-CEUEN,Female,No,No,No,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,No
4320-QMLLA,Male,No,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,No
8777-PVYGU,Female,No,Yes,No,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,No
8292-ITGYJ,Female,No,Yes,Yes,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),No
6870-ZWMNX,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),No
0621-CXBKL,Female,No,No,No,Yes,No,No,,,,,,,Two year,No,Mailed check,No
5268-DSMNQ,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),No
5334-JLAXU,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No
4086-YQSNZ,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
6242-MBHPK,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
5868-CZJDR,Male,No,No,Yes,No,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
9359-UGBTK,Female,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),No
0135-NMXAP,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes
4782-OSFXZ,Female,Yes,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No
6479-OAUSD,Male,No,No,No,Yes,No,No,,,,,,,One year,No,Credit card (automatic),No
7129-ACFOG,Female,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
4189-NAKJS,Male,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),No
5562-BETPV,Male,No,Yes,Yes,Yes,No,No,,,,,,,One year,No,Mailed check,No
1282-IHQAC,Male,Yes,No,No,No,,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),No
9127-FHJBZ,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
6270-OMFIW,Male,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,Yes
1641-RQDAY,Female,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
0107-WESLM,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,Yes
6994-ORCWG,Female,No,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,No
1346-UFHAX,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
3992-YWPKO,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
2933-XEUJM,Female,No,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,No
0125-LZQXK,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
5461-QKNTN,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
4835-YSJMR,Male,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),No
8399-YNDCH,Male,Yes,No,No,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes
3164-YAXFY,Male,No,No,No,No,,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
0887-WBJVH,Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,No
4660-IRIBM,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,No
5673-FSSMF,Female,No,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
7670-ZBPOQ,Female,No,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),No
8089-UZWLX,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),No
0080-OROZO,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No
3916-NRPAP,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),No
6807-SIWJI,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,No
8221-HVAYI,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No
1579-KLYDT,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
5232-NXPAY,Female,No,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No
8967-SZQAS,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No
4468-KAZHE,Female,Yes,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
0455-ENTCR,Male,No,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,No
8944-AILEF,Male,No,Yes,No,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),No
5542-NKVRU,Female,No,No,No,Yes,No,No,,,,,,,Two year,Yes,Bank transfer (automatic),No
7126-RBHSD,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No
5370-IIVVL,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No
6789-HJBWG,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No
3927-NLNRY,Male,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes
9087-EYCPR,Female,No,No,No,Yes,Yes,No,,,,,,,Two year,No,Mailed check,No
6791-YBNAK,Male,No,Yes,Yes,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No
6358-LYNGM,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
6077-BDPXA,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
0013-MHZWF,Female,No,No,Yes,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
5494-HECPR,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
8268-YDIXR,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,No
9824-BEMCV,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
1373-ORVIZ,Female,No,Yes,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,Yes
4291-SHSBH,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
6980-IMXXE,Female,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),No
9866-QEVEE,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
9897-KXHCM,Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
0040-HALCW,Male,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),No
0784-GTUUK,Male,No,Yes,No,Yes,Yes,No,,,,,,,One year,Yes,Credit card (automatic),No
7979-CORPM,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes
2294-DMMUS,Female,No,Yes,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
0872-JCPIB,Male,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No
3055-MJDSB,Male,No,No,No,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No
9091-WTUUY,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,No
1618-CFHME,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
3165-HDOEW,Male,No,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
6581-NQCBA,Female,No,Yes,No,No,,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
7115-IRDHS,Female,No,Yes,No,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),No
8496-DMZUK,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),No
2040-VZIKE,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
9068-VPWQQ,Male,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No
0178-SZBHO,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,No
0384-RVBPI,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),No
1689-MRZQR,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,Yes
1299-AURJA,Female,No,Yes,Yes,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),No
4525-VZCZG,Male,No,No,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,No
1543-LLLFT,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,No
5835-BEQEU,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
2788-CJQAQ,Male,No,No,No,Yes,No,No,,,,,,,One year,No,Mailed check,No
5565-FILXA,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
0319-QZTCO,Female,No,Yes,Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
2120-SMPEX,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,No
0096-FCPUF,Male,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,No
0668-OGMHD,Female,No,Yes,No,No,,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No
5552-ZNFSJ,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
2223-KAGMX,Female,No,No,No,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),Yes
6507-ZJSUR,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
9408-HRXRK,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
5593-SUAOO,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),No
7321-PKUYW,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,Yes
2833-SLKDQ,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes
6766-HFKLA,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
7595-EUIVN,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,Yes
7617-EYGLW,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,No
2026-TGDHM,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
9220-ZNKJI,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),No
4030-VPZBD,Female,No,No,No,No,,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes
2226-ICFDO,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
0723-VSOBE,Female,Yes,No,No,No,,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,No
5529-GIBVH,Female,No,No,No,Yes,No,No,,,,,,,Two year,No,Mailed check,No
4187-CINZD,Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),Yes
9992-UJOEL,Male,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No
4741-WWJQZ,Female,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,No
6625-UTXEW,Female,No,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No
6818-WOBHJ,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
6244-BESBM,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
1004-NOZNR,Male,Yes,No,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),No
1251-STYSZ,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
2612-PHGOX,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No
2408-TZMJL,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes
8480-PPONV,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
8780-IHCRN,Male,No,Yes,Yes,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),No
4598-ZADCK,Female,No,No,No,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,No
1257-SXUXQ,Male,No,Yes,Yes,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
9681-KYGYB,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,No
7182-OVLBJ,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
5095-ETBRJ,Female,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,No
7005-CYUIL,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,No
4821-WQOYN,Female,No,Yes,Yes,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),No
4730-AWNAU,Male,No,Yes,Yes,No,,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No
3452-FLHYD,Male,No,Yes,No,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),No
2388-LAESQ,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
9531-NSBMR,Female,No,No,No,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),No
6260-ONULR,Male,No,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
4389-UEFCZ,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
8711-LOBKY,Male,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,No
9134-CEQMF,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
8985-OOPOS,Female,No,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No
8800-ZKRFW,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
2616-FLVQC,Male,No,No,No,Yes,No,No,,,,,,,Two year,No,Mailed check,No
9968-FFVVH,Male,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),No
3108-PCCGG,Male,Yes,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),No
7993-PYKOF,Male,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
8390-FESFV,Female,No,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
3022-BEXHZ,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
5027-XWQHA,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
6248-TKCQV,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
6729-GDNGC,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),No
6198-ZFIOJ,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
5989-OMNJE,Female,No,Yes,Yes,No,,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,No
4566-QVRRW,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
1291-CUOCY,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
9795-SHUHB,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),No
3230-IUALN,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No
0042-RLHYP,Female,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),No
8519-IMDHU,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
4945-RVMTE,Female,No,No,No,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
0201-OAMXR,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),Yes
1866-NXPSP,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,No
3372-KWFBM,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
7831-QGOXH,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
6393-WRYZE,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
3941-XTSKM,Male,No,Yes,Yes,No,,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),No
1661-CZBAU,Male,No,No,No,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),No
6599-RCLCJ,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
9831-BPFRI,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,Yes
5158-RIVOP,Female,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),No
9788-YTFGE,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,No
9277-JOOMO,Female,No,No,No,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,No
1907-YLNYW,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No
1725-MIMXW,Male,No,No,Yes,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,Yes
8947-YRTDV,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,No
3161-ONRWK,Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),No
0114-RSRRW,Female,No,Yes,No,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),No
4565-NLZBV,Female,No,Yes,No,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),No
0031-PVLZI,Female,No,Yes,Yes,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,Yes
7206-GZCDC,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
6682-VCIXC,Female,No,Yes,Yes,No,,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),No
4791-QRGMF,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes
6475-VHUIZ,Female,No,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,No
3910-MRQOY,Female,No,Yes,No,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),No
0661-WCQNQ,Male,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),No
7537-RBWEA,Female,No,No,No,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No
4656-CAURT,Male,No,No,No,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),No
0121-SNYRK,Male,No,No,No,No,,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,No
1768-ZAIFU,Female,Yes,No,No,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4671-LXRDQ,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
3733-LSYCE,Female,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No
6265-FRMTQ,Male,No,No,No,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),No
1934-SJVJK,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,Yes
3838-OZURD,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
1371-DWPAZ,Female,No,Yes,Yes,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),No
9269-CQOOL,Male,No,No,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes
